name	len	score	pvalue
NODE_150_length_6959_cov_1.963789	6959	0.43412885069847107	0.08782763048568623
NODE_168_length_6612_cov_2.164557	6612	0.013411575928330421	0.3220598232494901
NODE_162_length_6687_cov_3.085796	6687	0.05289798974990845	0.23064430848251377
NODE_176_length_6437_cov_1.844563	6437	0.0795852541923523	0.20392401238764257
NODE_165_length_6679_cov_3.029136	6679	0.009269071742892265	0.34938439459173654
NODE_169_length_6544_cov_2.308522	6544	0.1533372402191162	0.16334315280610318
NODE_153_length_6851_cov_2.198646	6851	0.06943506747484207	0.21295037389530933
NODE_157_length_6769_cov_2.332887	6769	0.06370006501674652	0.21829443311428356
NODE_182_length_6301_cov_2.857028	6301	0.024344611912965775	0.2813845456605484
NODE_159_length_6746_cov_2.609924	6746	0.01714596338570118	0.30540448674371173
NODE_170_length_6541_cov_2.455442	6541	0.06562330573797226	0.21665155978548228
NODE_185_length_6271_cov_2.156210	6271	0.013836500234901905	0.3202092303044037
NODE_177_length_6372_cov_3.128225	6372	0.040609605610370636	0.248527079084523
NODE_163_length_6687_cov_2.086550	6687	0.026564951986074448	0.2759083012312108
NODE_166_length_6638_cov_3.841106	6638	0.14220798015594482	0.16808293677770225
NODE_178_length_6371_cov_1.966909	6371	0.012686582282185555	0.32579877634262405
NODE_174_length_6491_cov_2.189093	6491	0.003688477212563157	0.415325930961553
NODE_151_length_6890_cov_2.607462	6890	0.02080528810620308	0.2917894100762897
NODE_186_length_6262_cov_2.961495	6262	0.056677691638469696	0.22654656696125086
NODE_179_length_6359_cov_2.005076	6359	0.1395982950925827	0.1695936248961402
NODE_183_length_6289_cov_1.945300	6289	0.0659928172826767	0.21636830576327518
NODE_188_length_6232_cov_2.606605	6232	0.018386978656053543	0.3004947503587884
NODE_197_length_6068_cov_2.311492	6068	0.008784176781773567	0.3530289296774681
NODE_191_length_6166_cov_2.089347	6166	0.005933056119829416	0.3803535010197145
NODE_194_length_6130_cov_2.043951	6130	0.03161938861012459	0.26452148953848476
NODE_160_length_6728_cov_1.932114	6728	0.024337895214557648	0.28144119646498983
NODE_189_length_6222_cov_2.505108	6222	0.045771967619657516	0.2404260140493995
NODE_200_length_6064_cov_2.161924	6064	0.03921796754002571	0.2504909736384923
NODE_154_length_6830_cov_2.739779	6830	0.06278149038553238	0.21969181962383866
NODE_198_length_6067_cov_1.883733	6067	0.005546637810766697	0.38547095702092304
NODE_184_length_6283_cov_2.024566	6283	0.033080995082855225	0.26182113452677697
NODE_190_length_6208_cov_2.506907	6208	0.022454703226685524	0.28693632449580786
NODE_171_length_6530_cov_2.198147	6530	0.027413254603743553	0.27386887227131956
NODE_199_length_6065_cov_3.044260	6065	0.043125033378601074	0.24452375557066244
NODE_175_length_6448_cov_2.426247	6448	0.01428174413740635	0.3180564997356296
NODE_180_length_6336_cov_1.720904	6336	0.007609572261571884	0.3632638416798852
NODE_187_length_6245_cov_2.314055	6245	0.03501005098223686	0.2584032026588111
NODE_192_length_6147_cov_2.415955	6147	0.006406663917005062	0.374801722184455
NODE_172_length_6511_cov_2.908147	6511	0.7568235397338867	0.028835259460684343
NODE_181_length_6327_cov_2.038584	6327	0.012891608290374279	0.32476017826119796
NODE_195_length_6106_cov_3.103289	6106	0.01512591540813446	0.3139398746128862
NODE_193_length_6145_cov_2.704105	6145	0.0795910507440567	0.20392401238764257
NODE_196_length_6101_cov_2.329474	6101	0.25063949823379517	0.13207190875443764
NODE_203_length_6019_cov_2.328974	6019	0.26155105233192444	0.12905053251756174
NODE_207_length_5974_cov_2.299206	5974	0.03181928023695946	0.26404939950147294
NODE_213_length_5911_cov_2.246072	5911	0.017308196052908897	0.3047246770904147
NODE_215_length_5886_cov_2.252444	5886	0.020478511229157448	0.2929413097665987
NODE_201_length_6062_cov_2.292326	6062	0.025117293000221252	0.27949618551250094
NODE_223_length_5782_cov_2.196787	5782	0.01451107021421194	0.3167724148349573
NODE_205_length_6004_cov_2.312994	6004	0.19137567281723022	0.14980361054460306
NODE_209_length_5919_cov_2.872101	5919	0.025614317506551743	0.27815544980738727
NODE_217_length_5877_cov_1.756441	5877	0.009158051572740078	0.35017750585391644
NODE_221_length_5798_cov_3.230193	5798	0.49062854051589966	0.06894402900521188
NODE_211_length_5914_cov_2.951528	5914	0.06212300434708595	0.2204660472845381
NODE_219_length_5827_cov_2.584719	5827	0.0029542676638811827	0.43152806103179997
NODE_214_length_5891_cov_2.545236	5891	0.02704812027513981	0.27468086713497997
NODE_208_length_5970_cov_2.417751	5970	0.0936029851436615	0.1935191479719012
NODE_216_length_5878_cov_2.082260	5878	0.024997355416417122	0.2798927411435909
NODE_204_length_6015_cov_2.787752	6015	0.006882255896925926	0.3698919857995317
NODE_206_length_5983_cov_2.598684	5983	0.0032209663186222315	0.42499433491955585
NODE_212_length_5913_cov_2.362581	5913	0.15220694243907928	0.16373970843719315
NODE_227_length_5739_cov_2.922942	5739	0.07543131709098816	0.20754966387189364
NODE_202_length_6058_cov_2.566217	6058	0.03567901998758316	0.25711911775813884
NODE_210_length_5917_cov_2.862845	5917	0.0021128584630787373	0.45590679054309236
NODE_220_length_5823_cov_2.144591	5823	0.005000493489205837	0.3925900747790619
NODE_218_length_5835_cov_2.125433	5835	0.05713433027267456	0.22596117531535614
NODE_241_length_5537_cov_2.286757	5537	0.0004695522366091609	0.5602198051212327
NODE_231_length_5691_cov_1.886267	5691	0.005597385577857494	0.38465896215726264
NODE_224_length_5770_cov_1.611549	5770	0.08305808901786804	0.20112923936853236
NODE_225_length_5768_cov_2.229127	5768	0.06130591034889221	0.22156129617040562
NODE_233_length_5664_cov_1.966661	5664	0.03077431209385395	0.26629654807764935
NODE_237_length_5617_cov_2.275081	5617	0.018384668976068497	0.3004947503587884
NODE_235_length_5651_cov_6.375268	5651	0.16422364115715027	0.15918876048039882
NODE_229_length_5710_cov_1.917949	5710	0.014598159119486809	0.3163380920009064
NODE_232_length_5676_cov_2.363458	5676	0.01162403542548418	0.3323702696578291
NODE_222_length_5790_cov_2.074629	5790	0.019008532166481018	0.298247601782612
NODE_239_length_5544_cov_2.686828	5544	0.11164140701293945	0.18286879673691367
NODE_226_length_5747_cov_1.823963	5747	0.026419509202241898	0.2762670896593398
NODE_228_length_5737_cov_2.563182	5737	0.0050138914957642555	0.39240123876425714
NODE_243_length_5511_cov_2.460044	5511	0.0034766271710395813	0.4193670216783745
NODE_242_length_5524_cov_2.650393	5524	0.9785683155059814	0.0094984515446786
NODE_238_length_5614_cov_2.316604	5614	0.0025968325790017843	0.440724374952791
NODE_240_length_5544_cov_2.658590	5544	0.07882678508758545	0.20462270564242013
NODE_234_length_5655_cov_2.426429	5655	0.0005484118591994047	0.5502114963365813
NODE_230_length_5704_cov_5.573199	5704	0.9619776010513306	0.012085504947503588
NODE_251_length_5408_cov_2.441435	5408	0.005374753847718239	0.3876236875896971
NODE_236_length_5623_cov_2.950251	5623	0.03282345458865166	0.2623687589697107
NODE_249_length_5434_cov_2.325525	5434	0.011620558798313141	0.3323891532593096
NODE_247_length_5445_cov_2.472171	5445	0.019164424389600754	0.2976622101367173
NODE_253_length_5377_cov_2.089440	5377	0.00626516155898571	0.3762557594984515
NODE_245_length_5455_cov_3.611296	5455	0.022350765764713287	0.28723846211949544
NODE_244_length_5460_cov_2.360407	5460	0.052017610520124435	0.23170179016542036
NODE_255_length_5374_cov_1.787366	5374	0.021907953545451164	0.2885791978246091
NODE_259_length_5315_cov_2.753042	5315	0.11397120356559753	0.18162247903920237
NODE_254_length_5375_cov_2.282331	5375	0.01900951936841011	0.2982287181811315
NODE_252_length_5389_cov_2.555306	5389	0.018672829493880272	0.2995883374877257
NODE_260_length_5313_cov_2.456067	5313	0.029252350330352783	0.26945010952488857
NODE_257_length_5348_cov_2.141886	5348	0.07312479615211487	0.2096457436362263
NODE_250_length_5412_cov_2.174351	5412	0.2597825527191162	0.1297492257723393
NODE_246_length_5454_cov_2.170958	5454	0.296974241733551	0.11991086940101216
NODE_265_length_5256_cov_1.861950	5256	0.020251372829079628	0.2938666062391419
NODE_261_length_5292_cov_1.883139	5292	0.7990418672561646	0.025417327592718482
NODE_256_length_5369_cov_2.358863	5369	0.002885816153138876	0.4332653523680036
NODE_269_length_5219_cov_2.444617	5219	0.0019699439872056246	0.4603822040939648
NODE_263_length_5291_cov_2.014706	5291	0.008972633630037308	0.351631543167913
NODE_248_length_5437_cov_2.171683	5437	0.0035970802418887615	0.4169310370873933
NODE_267_length_5222_cov_2.306948	5222	0.4421846270561218	0.08558048190950979
NODE_273_length_5190_cov_2.477702	5190	0.11330535262823105	0.181886849459929
NODE_258_length_5316_cov_1.913324	5316	0.04887425899505615	0.23593171689704662
NODE_271_length_5196_cov_2.329119	5196	0.05624108016490936	0.2270186569982627
NODE_270_length_5197_cov_2.364255	5197	0.0026071290485560894	0.44047888813354485
NODE_277_length_5115_cov_4.478261	5115	0.07989413291215897	0.20364075836543546
NODE_266_length_5231_cov_1.902048	5231	0.18449673056602478	0.15223959513558427
NODE_279_length_5101_cov_1.900912	5101	0.032056521624326706	0.26355842586298056
NODE_275_length_5135_cov_2.859843	5135	0.048069462180137634	0.23717803459475792
NODE_262_length_5291_cov_2.038579	5291	0.5677324533462524	0.04600045320643553
NODE_264_length_5286_cov_2.730262	5286	0.07174353301525116	0.21096759573985951
NODE_285_length_5052_cov_2.709626	5052	0.0014381746295839548	0.4832880126897802
NODE_281_length_5082_cov_2.415357	5082	0.10647182166576385	0.1860790089885943
NODE_274_length_5172_cov_1.959937	5172	0.02665787748992443	0.27566281441196466
NODE_287_length_5028_cov_2.152825	5028	0.01310805045068264	0.3237593473827328
NODE_272_length_5192_cov_2.579716	5192	0.030220555141568184	0.2672973789561145
NODE_283_length_5062_cov_1.984821	5062	0.014789554290473461	0.31548832993428505
NODE_282_length_5072_cov_2.269882	5072	0.013096661306917667	0.3238537653901352
NODE_278_length_5109_cov_2.889988	5109	0.002151721389964223	0.454339451620213
NODE_276_length_5125_cov_2.007495	5125	0.0027408134192228317	0.437023189062618
NODE_268_length_5220_cov_2.258664	5220	0.11642304062843323	0.18052723015333486
NODE_289_length_5026_cov_1.987528	5026	0.033686768263578415	0.26066923483646803
NODE_280_length_5091_cov_2.240469	5091	0.010945971123874187	0.33701563562202586
NODE_286_length_5036_cov_2.297932	5036	0.016231488436460495	0.3096532970768185
NODE_284_length_5060_cov_2.345654	5060	0.012382336892187595	0.32766825288919105
NODE_288_length_5026_cov_2.271173	5026	0.007541993632912636	0.3639058841302213
NODE_290_length_5019_cov_2.455882	5019	0.010919557884335518	0.3371289372309087
